customer_id,organization_name,organization_type,organization_subtype,size_category,employee_count,subscription_tier,monthly_revenue,setup_date,primary_contact_name,primary_contact_email,primary_contact_phone,street_address,city,state,zip_code,time_zone,payment_methods,integration_count,last_login_date,support_tier,created_at,updated_at
VANCO0227,St. Paul Community Church,faith,mosque,small,37,basic,1967.00,2017-04-12,Imam Lisa Martinez,lisa.martinez@st.paulcommunitychurch.org,555-318-2852,5093 Oak Dr,Jacksonville,FL,32289,America/New_York,"[""online"", ""mobile""]",3,2024-10-19,basic,2017-04-12 13:42:00,2024-11-15 11:04:00
VANCO0228,Faith Community Catholic Church,faith,synagogue,small,25,premium,751.00,2023-10-22,Rabbi John Brown,john.brown@faithcommunitycatholicchurch.org,555-119-2659,4685 Main Ave,New York,NY,10022,America/New_York,"[""online"", ""mobile""]",10,2024-10-03,premium,2023-10-22 08:37:00,2024-11-17 08:00:00
VANCO0229,New Life Episcopal Church #1,faith,mosque,small,32,premium,441.00,2024-08-04,Imam John Garcia,john.garcia@newlifeepiscopalchurch1.org,555-811-4166,2788 School Ave,Seattle,WA,98145,America/Los_Angeles,"[""online"", ""mobile""]",3,2024-11-11,premium,2024-08-04 13:46:00,2024-11-17 17:11:00
VANCO0230,Hope Methodist Episcopal Church #1,faith,synagogue,medium,88,premium,6789.00,2017-04-07,Rabbi Sarah Garcia,sarah.garcia@hopemethodistepiscopalchurch1.org,555-426-2110,4818 Oak St,Boston,MA,2184,America/New_York,"[""online"", ""mobile""]",11,2024-10-04,premium,2017-04-07 15:57:00,2024-11-19 09:27:00
VANCO0231,Cornerstone Catholic Church #1,faith,church,small,45,standard,1988.00,2020-07-03,Rev. Mary Johnson,mary.johnson@cornerstonecatholicchurch1.org,555-581-3118,6205 Church St,Charlotte,NC,28257,America/New_York,"[""online""]",14,2024-11-19,basic,2020-07-03 16:56:00,2024-11-19 08:38:00
VANCO0232,St. Mary Church,faith,synagogue,small,14,basic,1808.00,2024-09-28,Rabbi John Jones,john.jones@st.marychurch.org,555-147-1273,685 Park Dr,Dallas,TX,75241,America/Chicago,"[""online"", ""text""]",14,2024-10-01,basic,2024-09-28 17:48:00,2024-11-18 14:41:00
VANCO0233,Christ the King Baptist Church #2,faith,mosque,small,24,standard,1782.00,2022-04-28,Imam William Davis,william.davis@christthekingbaptistchurch2.org,555-659-9345,511 Church St,Indianapolis,IN,46240,America/New_York,"[""online"", ""mobile"", ""text""]",6,2024-10-01,basic,2022-04-28 09:00:00,2024-11-20 17:26:00
VANCO0234,St. Paul Lutheran Church,faith,synagogue,large,421,premium,14260.00,2017-12-10,Rabbi David Davis,david.davis@st.paullutheranchurch.org,555-778-5559,6782 Oak Dr,Fort Worth,TX,76195,America/Chicago,"[""online"", ""text""]",14,2024-11-12,premium,2017-12-10 08:12:00,2024-11-19 13:33:00
VANCO0235,Faith Community Baptist Church #2,faith,synagogue,medium,106,standard,2282.00,2019-05-02,Rabbi Mary Rodriguez,mary.rodriguez@faithcommunitybaptistchurch2.org,555-246-3038,8613 Church Ave,San Jose,CA,95200,America/Los_Angeles,"[""online""]",7,2024-10-09,basic,2019-05-02 11:37:00,2024-11-18 11:56:00
VANCO0236,Calvary Baptist Episcopal Church,faith,synagogue,small,46,standard,1239.00,2015-04-27,Rabbi David Miller,david.miller@calvarybaptistepiscopalchurch.org,555-632-1651,1007 Park St,Boston,MA,2105,America/New_York,"[""online"", ""mobile"", ""text""]",5,2024-11-07,basic,2015-04-27 17:06:00,2024-11-20 10:01:00
VANCO0237,Grace Community Presbyterian Church,faith,mosque,medium,105,basic,5731.00,2024-06-13,Imam Lisa Rodriguez,lisa.rodriguez@gracecommunitypresbyterianchurch.org,555-997-2620,226 Church Dr,Dallas,TX,75291,America/Chicago,"[""online"", ""mobile""]",15,2024-10-19,basic,2024-06-13 15:30:00,2024-11-15 09:17:00
VANCO0238,Mount Olive Baptist Church,faith,mosque,small,5,premium,509.00,2018-10-28,Imam John Miller,john.miller@mountolivebaptistchurch.org,555-314-6362,239 Church Dr,San Jose,CA,95136,America/Los_Angeles,"[""online"", ""mobile""]",9,2024-11-07,premium,2018-10-28 11:15:00,2024-11-17 12:15:00
VANCO0239,Blessed Sacrament Church,faith,mosque,small,23,basic,939.00,2017-12-01,Imam Lisa Johnson,lisa.johnson@blessedsacramentchurch.org,555-683-1328,8286 Park Blvd,Charlotte,NC,28299,America/New_York,"[""online"", ""text""]",9,2024-10-08,basic,2017-12-01 09:57:00,2024-11-18 13:25:00
VANCO0240,St. Mary Methodist Church,faith,synagogue,small,6,standard,694.00,2017-03-16,Rabbi Michael Martinez,michael.martinez@st.marymethodistchurch.org,555-651-5735,7928 Oak Blvd,Denver,CO,80239,America/Denver,"[""online"", ""mobile"", ""text""]",1,2024-10-17,basic,2017-03-16 14:20:00,2024-11-20 09:15:00
VANCO0241,Faith Community Presbyterian Church,faith,synagogue,small,24,basic,1827.00,2023-08-20,Rabbi Mary Jones,mary.jones@faithcommunitypresbyterianchurch.org,555-295-1500,8933 School Blvd,Indianapolis,IN,46261,America/New_York,"[""online"", ""text""]",8,2024-10-01,basic,2023-08-20 14:20:00,2024-11-18 17:26:00
VANCO0242,Calvary Baptist Methodist Church #2,faith,church,small,7,standard,459.00,2015-01-27,Rev. David Brown,david.brown@calvarybaptistmethodistchurch2.org,555-318-4773,4451 Main Blvd,Dallas,TX,75285,America/Chicago,"[""online"", ""mobile"", ""text""]",3,2024-11-16,basic,2015-01-27 13:08:00,2024-11-17 12:11:00
VANCO0243,Grace Community Presbyterian Church #1,faith,church,small,15,basic,1047.00,2020-09-27,Rev. Lisa Miller,lisa.miller@gracecommunitypresbyterianchurch1.org,555-428-1607,3733 School Blvd,Seattle,WA,98180,America/Los_Angeles,"[""online"", ""text""]",13,2024-10-10,basic,2020-09-27 17:08:00,2024-11-18 08:35:00
VANCO0244,Cornerstone Lutheran Church #1,faith,mosque,small,31,basic,807.00,2022-09-11,Imam Michael Jones,michael.jones@cornerstonelutheranchurch1.org,555-188-5954,7320 Park Ave,San Diego,CA,92121,America/Los_Angeles,"[""online"", ""mobile"", ""text""]",6,2024-10-10,basic,2022-09-11 08:49:00,2024-11-15 17:10:00
VANCO0245,Hope Methodist Baptist Church #1,faith,church,medium,66,basic,3139.00,2018-11-18,Rev. Jennifer Jones,jennifer.jones@hopemethodistbaptistchurch1.org,555-587-4577,3912 Park Ave,Boston,MA,2189,America/New_York,"[""online""]",5,2024-11-20,basic,2018-11-18 16:55:00,2024-11-18 13:19:00
VANCO0246,New Life Church #1,faith,synagogue,small,24,standard,1589.00,2018-01-10,Rabbi Patricia Rodriguez,patricia.rodriguez@newlifechurch1.org,555-474-5861,1513 Main Ave,Austin,TX,73373,America/Chicago,"[""online""]",13,2024-10-09,basic,2018-01-10 13:02:00,2024-11-15 12:49:00
VANCO0247,First Baptist Church #1,faith,synagogue,small,32,standard,1964.00,2018-06-09,Rabbi Sarah Rodriguez,sarah.rodriguez@firstbaptistchurch1.org,555-332-8277,6866 Church Blvd,Philadelphia,PA,19165,America/New_York,"[""online"", ""mobile"", ""text""]",1,2024-11-01,basic,2018-06-09 11:23:00,2024-11-18 08:38:00
VANCO0248,Riverside Presbyterian Church #1,faith,mosque,small,13,standard,1495.00,2015-03-23,Imam Sarah Smith,sarah.smith@riversidepresbyterianchurch1.org,555-903-8228,9964 Main Ave,Jacksonville,FL,32273,America/New_York,"[""online"", ""mobile""]",15,2024-10-06,basic,2015-03-23 08:26:00,2024-11-17 10:25:00
VANCO0249,Mount Olive Church #2,faith,church,small,12,basic,573.00,2018-06-18,Rev. David Brown,david.brown@mountolivechurch2.org,555-412-4254,6112 Oak Dr,Chicago,IL,60624,America/Chicago,"[""online""]",10,2024-10-11,basic,2018-06-18 16:38:00,2024-11-15 14:24:00
VANCO0250,Calvary Baptist Methodist Church #3,faith,mosque,medium,123,standard,2593.00,2023-03-28,Imam David Smith,david.smith@calvarybaptistmethodistchurch3.org,555-825-2916,7432 Church Dr,Dallas,TX,75233,America/Chicago,"[""online"", ""mobile"", ""text""]",10,2024-11-05,basic,2023-03-28 14:24:00,2024-11-16 16:09:00
VANCO0251,Grace Community Methodist Church #2,faith,church,small,9,basic,1326.00,2017-11-25,Rev. Lisa Miller,lisa.miller@gracecommunitymethodistchurch2.org,555-610-5228,3126 School Dr,Los Angeles,CA,90027,America/Los_Angeles,"[""online"", ""text""]",12,2024-11-06,basic,2017-11-25 14:10:00,2024-11-20 09:24:00
VANCO0252,St. Paul Community Church #1,faith,church,small,16,premium,506.00,2018-06-05,Rev. Jennifer Smith,jennifer.smith@st.paulcommunitychurch1.org,555-638-9154,2985 School Dr,San Francisco,CA,94156,America/Los_Angeles,"[""online""]",5,2024-10-15,premium,2018-06-05 11:30:00,2024-11-16 17:07:00
VANCO0253,Good Shepherd Community Church #1,faith,mosque,small,14,premium,1548.00,2016-10-19,Imam William Rodriguez,william.rodriguez@goodshepherdcommunitychurch1.org,555-297-9649,7355 School Ave,Columbus,OH,43299,America/New_York,"[""online"", ""mobile"", ""text""]",15,2024-10-13,premium,2016-10-19 15:50:00,2024-11-17 17:37:00
VANCO0254,Living Water Presbyterian Church,faith,mosque,medium,58,basic,5569.00,2016-06-21,Imam Michael Garcia,michael.garcia@livingwaterpresbyterianchurch.org,555-177-1406,8258 Oak Ave,San Jose,CA,95145,America/Los_Angeles,"[""online"", ""text""]",1,2024-10-11,basic,2016-06-21 11:15:00,2024-11-19 15:44:00
VANCO0255,Calvary Baptist Church #1,faith,mosque,medium,130,basic,6093.00,2019-09-13,Imam David Johnson,david.johnson@calvarybaptistchurch1.org,555-186-9676,5708 Park Dr,Charlotte,NC,28212,America/New_York,"[""online"", ""mobile"", ""text""]",4,2024-10-01,basic,2019-09-13 08:15:00,2024-11-16 12:42:00
VANCO0256,Emmanuel Baptist Catholic Church #4,faith,church,small,48,standard,1720.00,2018-11-26,Rev. Lisa Garcia,lisa.garcia@emmanuelbaptistcatholicchurch4.org,555-168-2723,8109 Main St,Dallas,TX,75226,America/Chicago,"[""online"", ""text""]",10,2024-11-03,basic,2018-11-26 11:04:00,2024-11-19 11:44:00
VANCO0257,Faith Community Lutheran Church #1,faith,synagogue,large,318,standard,21627.00,2018-11-02,Rabbi Lisa Rodriguez,lisa.rodriguez@faithcommunitylutheranchurch1.org,555-549-3361,559 Main Blvd,San Diego,CA,92176,America/Los_Angeles,"[""online"", ""pos""]",1,2024-10-13,basic,2018-11-02 14:27:00,2024-11-19 14:08:00
VANCO0258,Trinity Lutheran Lutheran Church #2,faith,synagogue,small,23,basic,1722.00,2017-01-08,Rabbi Sarah Davis,sarah.davis@trinitylutheranlutheranchurch2.org,555-929-6554,1897 Oak Dr,Chicago,IL,60656,America/Chicago,"[""online""]",7,2024-11-08,basic,2017-01-08 14:28:00,2024-11-19 13:53:00
VANCO0259,St. Mary Catholic Church #1,faith,synagogue,large,338,basic,12409.00,2023-01-26,Rabbi Robert Davis,robert.davis@st.marycatholicchurch1.org,555-659-7674,3296 Park Ave,Jacksonville,FL,32254,America/New_York,"[""online"", ""mobile"", ""pos""]",14,2024-11-10,basic,2023-01-26 11:26:00,2024-11-17 16:31:00
VANCO0260,Grace Community Community Church,faith,mosque,small,36,basic,1201.00,2021-05-13,Imam David Miller,david.miller@gracecommunitycommunitychurch.org,555-566-9569,6303 Main St,Houston,TX,77036,America/Chicago,"[""online""]",1,2024-10-12,basic,2021-05-13 12:19:00,2024-11-16 08:55:00
VANCO0261,St. Paul Church #1,faith,church,small,40,premium,715.00,2021-04-05,Rev. David Brown,david.brown@st.paulchurch1.org,555-116-5576,2787 Church St,Philadelphia,PA,19133,America/New_York,"[""online"", ""mobile""]",15,2024-11-18,premium,2021-04-05 12:12:00,2024-11-18 16:58:00
VANCO0262,Grace Community Lutheran Church #1,faith,church,medium,69,basic,2756.00,2021-11-04,Rev. Michael Garcia,michael.garcia@gracecommunitylutheranchurch1.org,555-232-1184,3796 Main St,Philadelphia,PA,19124,America/New_York,"[""online"", ""text""]",9,2024-10-19,basic,2021-11-04 09:22:00,2024-11-19 08:56:00
VANCO0263,Grace Community Methodist Church #3,faith,synagogue,small,5,standard,1038.00,2018-08-18,Rabbi Robert Martinez,robert.martinez@gracecommunitymethodistchurch3.org,555-673-4540,7162 Church Ave,Los Angeles,CA,90050,America/Los_Angeles,"[""online"", ""mobile"", ""text""]",13,2024-10-01,basic,2018-08-18 12:40:00,2024-11-17 08:42:00
VANCO0264,Good Shepherd Catholic Church,faith,synagogue,medium,57,standard,3181.00,2017-07-10,Rabbi David Martinez,david.martinez@goodshepherdcatholicchurch.org,555-843-6267,8169 Park Dr,Chicago,IL,60661,America/Chicago,"[""online"", ""mobile"", ""text""]",4,2024-11-07,basic,2017-07-10 14:56:00,2024-11-18 15:02:00
VANCO0265,Christ the King Episcopal Church #1,faith,church,small,36,standard,510.00,2015-10-11,Rev. John Johnson,john.johnson@christthekingepiscopalchurch1.org,555-529-1513,7278 Main Dr,Los Angeles,CA,90048,America/Los_Angeles,"[""online"", ""mobile""]",10,2024-11-19,basic,2015-10-11 09:03:00,2024-11-19 08:25:00
VANCO0266,Blessed Sacrament Church #1,faith,church,medium,122,standard,7378.00,2021-10-07,Rev. Michael Jones,michael.jones@blessedsacramentchurch1.org,555-824-1030,1787 School Blvd,Columbus,OH,43212,America/New_York,"[""online"", ""mobile""]",7,2024-10-06,basic,2021-10-07 13:48:00,2024-11-19 11:13:00
VANCO0267,St. Paul Presbyterian Church,faith,church,large,328,basic,8989.00,2023-01-22,Rev. John Davis,john.davis@st.paulpresbyterianchurch.org,555-234-9193,3848 Oak Dr,New York,NY,10086,America/New_York,"[""online""]",8,2024-11-11,basic,2023-01-22 17:14:00,2024-11-20 17:58:00
VANCO0268,Harvest Methodist Church,faith,synagogue,small,42,basic,648.00,2019-10-06,Rabbi Mary Jones,mary.jones@harvestmethodistchurch.org,555-695-6698,8025 School Dr,Philadelphia,PA,19135,America/New_York,"[""online"", ""mobile"", ""text""]",4,2024-11-17,basic,2019-10-06 08:28:00,2024-11-18 12:15:00
VANCO0269,Good Shepherd Presbyterian Church #1,faith,synagogue,small,45,standard,916.00,2015-12-20,Rabbi Lisa Jones,lisa.jones@goodshepherdpresbyterianchurch1.org,555-978-8455,2210 Park Ave,Dallas,TX,75265,America/Chicago,"[""online"", ""mobile""]",3,2024-11-01,basic,2015-12-20 14:05:00,2024-11-18 09:35:00
VANCO0270,Hope Methodist Lutheran Church #2,faith,synagogue,small,25,basic,497.00,2021-09-16,Rabbi William Davis,william.davis@hopemethodistlutheranchurch2.org,555-348-8825,9496 Oak Ave,Charlotte,NC,28286,America/New_York,"[""online"", ""mobile"", ""text""]",15,2024-11-16,basic,2021-09-16 12:30:00,2024-11-19 08:19:00
VANCO0271,First Baptist Baptist Church #1,faith,synagogue,medium,64,basic,6022.00,2023-09-23,Rabbi Robert Williams,robert.williams@firstbaptistbaptistchurch1.org,555-329-3483,1860 Park St,Austin,TX,73389,America/Chicago,"[""online"", ""text""]",1,2024-10-16,basic,2023-09-23 08:42:00,2024-11-19 16:31:00
VANCO0272,Calvary Baptist Presbyterian Church #2,faith,mosque,small,47,standard,596.00,2019-07-17,Imam John Smith,john.smith@calvarybaptistpresbyterianchurch2.org,555-825-8390,5911 Main Ave,Philadelphia,PA,19199,America/New_York,"[""online""]",11,2024-10-07,basic,2019-07-17 16:40:00,2024-11-18 08:43:00
VANCO0273,Cornerstone Presbyterian Church #1,faith,church,small,15,standard,1678.00,2016-03-13,Rev. Robert Martinez,robert.martinez@cornerstonepresbyterianchurch1.org,555-786-4240,1003 School St,San Jose,CA,95192,America/Los_Angeles,"[""online"", ""text""]",6,2024-11-16,basic,2016-03-13 10:33:00,2024-11-17 11:56:00
VANCO0274,St. Paul Catholic Church #1,faith,synagogue,medium,141,basic,7201.00,2016-10-04,Rabbi Mary Davis,mary.davis@st.paulcatholicchurch1.org,555-305-5665,1332 Church St,Chicago,IL,60622,America/Chicago,"[""online"", ""text""]",15,2024-11-07,basic,2016-10-04 08:09:00,2024-11-20 15:06:00
VANCO0275,Calvary Baptist Catholic Church #1,faith,church,small,24,standard,1250.00,2023-03-01,Rev. Michael Rodriguez,michael.rodriguez@calvarybaptistcatholicchurch1.org,555-763-8123,8908 Oak St,San Antonio,TX,78297,America/Chicago,"[""online"", ""mobile"", ""text""]",2,2024-11-13,basic,2023-03-01 12:07:00,2024-11-16 10:39:00
VANCO0276,Christ the King Church #2,faith,church,medium,108,standard,6555.00,2017-06-25,Rev. John Williams,john.williams@christthekingchurch2.org,555-594-4392,560 Oak Dr,Charlotte,NC,28280,America/New_York,"[""online"", ""mobile""]",7,2024-11-13,basic,2017-06-25 12:26:00,2024-11-20 17:20:00
VANCO0277,Riverside Church #3,faith,church,large,442,standard,19617.00,2022-06-03,Rev. David Smith,david.smith@riversidechurch3.org,555-197-2788,8008 Main Blvd,Philadelphia,PA,19134,America/New_York,"[""online"", ""mobile""]",14,2024-11-11,basic,2022-06-03 13:04:00,2024-11-18 09:39:00
VANCO0278,Blessed Sacrament Lutheran Church #4,faith,church,medium,101,standard,3073.00,2019-09-11,Rev. Mary Davis,mary.davis@blessedsacramentlutheranchurch4.org,555-717-3196,4946 Church Ave,New York,NY,10050,America/New_York,"[""online""]",15,2024-11-20,basic,2019-09-11 15:28:00,2024-11-16 15:27:00
VANCO0279,Blessed Sacrament Catholic Church #2,faith,synagogue,small,49,standard,1495.00,2021-04-06,Rabbi Sarah Martinez,sarah.martinez@blessedsacramentcatholicchurch2.org,555-629-5186,5365 School Blvd,Austin,TX,73328,America/Chicago,"[""online"", ""mobile"", ""text""]",13,2024-10-13,basic,2021-04-06 12:36:00,2024-11-15 10:10:00
VANCO0280,New Life Catholic Church #3,faith,synagogue,small,6,premium,1832.00,2023-11-24,Rabbi Sarah Garcia,sarah.garcia@newlifecatholicchurch3.org,555-906-7407,1391 Main St,Philadelphia,PA,19141,America/New_York,"[""online"", ""text""]",5,2024-10-12,premium,2023-11-24 15:55:00,2024-11-16 09:47:00
VANCO0281,Christ the King Church #3,faith,mosque,small,17,basic,1091.00,2020-03-01,Imam Sarah Williams,sarah.williams@christthekingchurch3.org,555-395-6929,6112 Oak Dr,San Antonio,TX,78214,America/Chicago,"[""online"", ""mobile"", ""text""]",15,2024-10-12,basic,2020-03-01 10:00:00,2024-11-16 09:55:00
VANCO0282,Cornerstone Church,faith,mosque,large,214,basic,8126.00,2016-11-23,Imam John Rodriguez,john.rodriguez@cornerstonechurch.org,555-102-8866,9410 School Blvd,Houston,TX,77049,America/Chicago,"[""online"", ""mobile"", ""text""]",12,2024-11-07,basic,2016-11-23 14:26:00,2024-11-17 16:57:00
VANCO0283,Cornerstone Community Church #2,faith,mosque,medium,89,basic,7646.00,2016-10-01,Imam William Davis,william.davis@cornerstonecommunitychurch2.org,555-138-8691,746 School Blvd,New York,NY,10066,America/New_York,"[""online""]",8,2024-10-18,basic,2016-10-01 09:25:00,2024-11-18 13:30:00
VANCO0284,Riverside Presbyterian Church #2,faith,synagogue,small,28,premium,635.00,2023-04-05,Rabbi Lisa Brown,lisa.brown@riversidepresbyterianchurch2.org,555-274-8155,7822 Main Blvd,Denver,CO,80256,America/Denver,"[""online"", ""mobile""]",4,2024-11-07,premium,2023-04-05 15:54:00,2024-11-20 08:27:00
VANCO0285,Mount Olive Methodist Church,faith,mosque,large,410,basic,8740.00,2016-04-02,Imam Robert Johnson,robert.johnson@mountolivemethodistchurch.org,555-220-9027,9612 Church Blvd,Seattle,WA,98178,America/Los_Angeles,"[""online"", ""mobile""]",7,2024-11-18,basic,2016-04-02 14:06:00,2024-11-16 10:26:00
VANCO0286,Victory Presbyterian Church #4,faith,synagogue,medium,107,standard,7151.00,2019-05-22,Rabbi John Johnson,john.johnson@victorypresbyterianchurch4.org,555-995-2157,1082 School Dr,Philadelphia,PA,19140,America/New_York,"[""online"", ""mobile""]",13,2024-11-09,basic,2019-05-22 12:26:00,2024-11-17 09:47:00
VANCO0287,Cornerstone Lutheran Church #2,faith,synagogue,small,12,premium,1080.00,2021-10-04,Rabbi Mary Martinez,mary.martinez@cornerstonelutheranchurch2.org,555-592-8976,5265 Church Blvd,Charlotte,NC,28275,America/New_York,"[""online"", ""mobile""]",9,2024-10-19,premium,2021-10-04 08:19:00,2024-11-16 11:21:00
VANCO0288,Hope Methodist Presbyterian Church #2,faith,synagogue,small,20,standard,1179.00,2017-03-24,Rabbi Lisa Miller,lisa.miller@hopemethodistpresbyterianchurch2.org,555-910-5412,3519 Oak St,Philadelphia,PA,19167,America/New_York,"[""online"", ""mobile""]",13,2024-10-16,basic,2017-03-24 16:18:00,2024-11-17 12:00:00
VANCO0289,Emmanuel Baptist Catholic Church #5,faith,church,small,5,basic,1216.00,2021-05-08,Rev. Sarah Martinez,sarah.martinez@emmanuelbaptistcatholicchurch5.org,555-613-2855,3539 School Dr,Los Angeles,CA,90023,America/Los_Angeles,"[""online"", ""mobile""]",6,2024-11-15,basic,2021-05-08 13:35:00,2024-11-16 13:11:00
VANCO0290,Riverside Lutheran Church #2,faith,mosque,medium,60,standard,4211.00,2020-08-28,Imam Jennifer Martinez,jennifer.martinez@riversidelutheranchurch2.org,555-995-1856,6564 Oak Blvd,Phoenix,AZ,85080,America/Phoenix,"[""online"", ""mobile""]",12,2024-10-19,basic,2020-08-28 13:56:00,2024-11-20 14:10:00
VANCO0291,Good Shepherd Community Church #2,faith,church,large,324,basic,14586.00,2018-05-01,Rev. David Rodriguez,david.rodriguez@goodshepherdcommunitychurch2.org,555-810-4226,7545 Park Blvd,Austin,TX,73314,America/Chicago,"[""online"", ""mobile""]",14,2024-10-11,basic,2018-05-01 15:55:00,2024-11-17 16:32:00
VANCO0292,Good Shepherd Church #2,faith,mosque,medium,99,premium,6412.00,2016-12-16,Imam Sarah Martinez,sarah.martinez@goodshepherdchurch2.org,555-764-2330,3932 Church Dr,Fort Worth,TX,76124,America/Chicago,"[""online"", ""mobile"", ""text""]",7,2024-10-12,premium,2016-12-16 12:22:00,2024-11-20 17:30:00
VANCO0293,Grace Community Presbyterian Church #2,faith,mosque,small,48,standard,1989.00,2022-08-08,Imam Patricia Johnson,patricia.johnson@gracecommunitypresbyterianchurch2.org,555-410-9313,4699 Church St,San Antonio,TX,78248,America/Chicago,"[""online"", ""mobile""]",15,2024-10-05,basic,2022-08-08 13:17:00,2024-11-18 16:53:00
VANCO0294,Trinity Lutheran Presbyterian Church,faith,church,large,459,basic,15756.00,2015-12-01,Rev. David Rodriguez,david.rodriguez@trinitylutheranpresbyterianchurch.org,555-671-4109,829 Main Blvd,Fort Worth,TX,76193,America/Chicago,"[""online"", ""pos""]",15,2024-11-09,basic,2015-12-01 15:18:00,2024-11-15 09:40:00
VANCO0295,Emmanuel Baptist Church #1,faith,church,medium,126,basic,4699.00,2024-04-22,Rev. Mary Davis,mary.davis@emmanuelbaptistchurch1.org,555-281-7666,4836 Church St,San Francisco,CA,94112,America/Los_Angeles,"[""online"", ""mobile""]",3,2024-11-12,basic,2024-04-22 08:33:00,2024-11-16 17:31:00
VANCO0296,Living Water Presbyterian Church #1,faith,synagogue,small,27,basic,1647.00,2020-05-24,Rabbi Robert Johnson,robert.johnson@livingwaterpresbyterianchurch1.org,555-475-7146,4975 School St,Indianapolis,IN,46258,America/New_York,"[""online"", ""text""]",6,2024-11-01,basic,2020-05-24 12:29:00,2024-11-18 17:54:00
VANCO0297,Riverside Episcopal Church,faith,church,medium,117,standard,6475.00,2023-09-08,Rev. David Smith,david.smith@riversideepiscopalchurch.org,555-965-8281,468 Oak St,Jacksonville,FL,32297,America/New_York,"[""online""]",11,2024-11-14,basic,2023-09-08 10:29:00,2024-11-15 13:01:00
VANCO0298,Trinity Lutheran Episcopal Church #2,faith,church,small,6,standard,455.00,2018-12-08,Rev. Michael Rodriguez,michael.rodriguez@trinitylutheranepiscopalchurch2.org,555-260-3229,8015 Church Dr,San Francisco,CA,94137,America/Los_Angeles,"[""online""]",4,2024-10-09,basic,2018-12-08 14:48:00,2024-11-20 12:03:00
VANCO0299,Blessed Sacrament Community Church #2,faith,mosque,small,24,basic,1762.00,2019-09-26,Imam John Martinez,john.martinez@blessedsacramentcommunitychurch2.org,555-314-7836,6467 School Dr,Chicago,IL,60649,America/Chicago,"[""online"", ""text""]",11,2024-11-10,basic,2019-09-26 15:58:00,2024-11-15 11:09:00
VANCO0300,Calvary Baptist Presbyterian Church #3,faith,church,small,9,standard,721.00,2016-12-06,Rev. William Johnson,william.johnson@calvarybaptistpresbyterianchurch3.org,555-622-5415,4635 Main St,San Jose,CA,95178,America/Los_Angeles,"[""online"", ""mobile"", ""text""]",10,2024-11-01,basic,2016-12-06 15:01:00,2024-11-15 08:17:00
VANCO0301,Hope Methodist Church #2,faith,mosque,large,445,premium,20133.00,2016-03-27,Imam Sarah Jones,sarah.jones@hopemethodistchurch2.org,555-430-6409,2935 Church St,Indianapolis,IN,46206,America/New_York,"[""online"", ""mobile""]",2,2024-10-09,premium,2016-03-27 17:19:00,2024-11-17 13:19:00
VANCO0302,Riverside Presbyterian Church #3,faith,church,medium,51,basic,3298.00,2020-01-05,Rev. Michael Davis,michael.davis@riversidepresbyterianchurch3.org,555-608-2390,1840 Main Blvd,San Jose,CA,95107,America/Los_Angeles,"[""online"", ""mobile""]",6,2024-10-09,basic,2020-01-05 10:51:00,2024-11-15 08:47:00
VANCO0303,St. Mary Catholic Church #2,faith,synagogue,medium,81,standard,7541.00,2019-09-15,Rabbi David Martinez,david.martinez@st.marycatholicchurch2.org,555-700-2873,4714 Oak Ave,Charlotte,NC,28248,America/New_York,"[""online"", ""text""]",10,2024-11-06,basic,2019-09-15 17:42:00,2024-11-19 16:00:00
VANCO0304,First Baptist Methodist Church #2,faith,mosque,small,45,basic,547.00,2020-01-27,Imam Sarah Brown,sarah.brown@firstbaptistmethodistchurch2.org,555-476-7985,996 School Dr,Jacksonville,FL,32283,America/New_York,"[""online"", ""mobile"", ""text""]",10,2024-11-15,basic,2020-01-27 12:37:00,2024-11-18 14:10:00
VANCO0305,Crossroads Catholic Church,faith,church,medium,77,standard,7756.00,2023-06-02,Rev. Lisa Rodriguez,lisa.rodriguez@crossroadscatholicchurch.org,555-983-5613,6504 Park Blvd,Philadelphia,PA,19183,America/New_York,"[""online"", ""mobile""]",4,2024-10-13,basic,2023-06-02 09:46:00,2024-11-20 12:31:00
VANCO0306,Mount Olive Baptist Church #1,faith,mosque,large,313,standard,22872.00,2019-06-17,Imam Robert Johnson,robert.johnson@mountolivebaptistchurch1.org,555-710-9284,3036 Oak Blvd,Columbus,OH,43274,America/New_York,"[""online""]",12,2024-10-16,basic,2019-06-17 08:06:00,2024-11-15 17:07:00
VANCO0307,Emmanuel Baptist Community Church,faith,synagogue,small,5,standard,985.00,2015-01-27,Rabbi Michael Garcia,michael.garcia@emmanuelbaptistcommunitychurch.org,555-531-9321,6481 School Ave,Seattle,WA,98134,America/Los_Angeles,"[""online"", ""mobile"", ""text""]",6,2024-10-10,basic,2015-01-27 10:40:00,2024-11-19 14:20:00
VANCO0308,Trinity Lutheran Church #3,faith,mosque,small,39,basic,1359.00,2017-09-08,Imam Lisa Martinez,lisa.martinez@trinitylutheranchurch3.org,555-969-9759,3440 Main Blvd,Phoenix,AZ,85010,America/Phoenix,"[""online"", ""mobile"", ""text""]",3,2024-10-13,basic,2017-09-08 14:58:00,2024-11-15 08:20:00
