employee_id,customer_id,first_name,last_name,email,phone,title,role,department,hire_date,is_primary_contact,is_active,last_login_date,training_completed,permissions,created_at,updated_at
EMP1194,VANCO0298,Elizabeth,Clark,elizabeth.clark@trinitylutheranepiscopalchurch2.org,555-811-7023,Youth Pastor,admin,Leadership,2020-07-17,False,True,2024-10-22,False,"[""billing"", ""reports"", ""settings"", ""users""]",2020-07-17 00:00:00,2024-11-20 14:30:00
EMP1195,VANCO0299,Richard,Williams,richard.williams@blessedsacramentcommunitychurch2.org,555-940-1809,Office Assistant,director,Administration,2020-12-01,True,True,2024-11-02,True,"[""billing"", ""reports"", ""settings"", ""users""]",2020-12-01 00:00:00,2024-11-20 14:30:00
EMP1196,VANCO0299,Joseph,Moore,joseph.moore@blessedsacramentcommunitychurch2.org,555-881-1021,Education Coordinator,director,Programs,2021-08-10,False,True,2024-11-10,False,"[""basic_access""]",2021-08-10 00:00:00,2024-11-20 14:30:00
EMP1197,VANCO0299,Robert,Rodriguez,robert.rodriguez@blessedsacramentcommunitychurch2.org,555-205-9286,Administrative Director,admin,Administration,2019-12-08,False,True,2024-11-09,True,"[""billing"", ""reports"", ""settings"", ""users""]",2019-12-08 00:00:00,2024-11-20 14:30:00
EMP1198,VANCO0299,Deborah,Moore,deborah.moore@blessedsacramentcommunitychurch2.org,555-249-2164,Imam,admin,Leadership,2024-01-17,False,True,2024-11-09,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-01-17 00:00:00,2024-11-20 14:30:00
EMP1199,VANCO0300,Sarah,Baker,sarah.baker@calvarybaptistpresbyterianchurch3.org,555-906-5671,Music Director,admin,Operations,2020-09-11,True,True,2024-11-19,True,"[""billing"", ""reports"", ""settings"", ""users""]",2020-09-11 00:00:00,2024-11-20 14:30:00
EMP1200,VANCO0300,Betty,Wilson,betty.wilson@calvarybaptistpresbyterianchurch3.org,555-504-1145,Associate Pastor,admin,Leadership,2019-06-23,False,True,2024-11-01,True,"[""billing"", ""reports"", ""settings"", ""users""]",2019-06-23 00:00:00,2024-11-20 14:30:00
EMP1201,VANCO0300,Betty,Rodriguez,betty.rodriguez@calvarybaptistpresbyterianchurch3.org,555-121-6810,Youth Pastor,admin,Leadership,2017-06-15,False,True,2024-11-10,True,"[""billing"", ""reports"", ""settings"", ""users""]",2017-06-15 00:00:00,2024-11-20 14:30:00
EMP1202,VANCO0301,Donna,Hill,donna.hill@hopemethodistchurch2.org,555-228-6663,Imam,admin,Leadership,2018-03-30,True,True,2024-11-19,False,"[""billing"", ""reports"", ""settings"", ""users""]",2018-03-30 00:00:00,2024-11-20 14:30:00
EMP1203,VANCO0301,Elizabeth,Rodriguez,elizabeth.rodriguez@hopemethodistchurch2.org,555-643-7467,Community Outreach Coordinator,volunteer,Operations,2019-04-12,False,True,2024-11-04,False,"[""basic_access""]",2019-04-12 00:00:00,2024-11-20 14:30:00
EMP1204,VANCO0301,Paul,Lee,paul.lee@hopemethodistchurch2.org,555-998-6319,Office Assistant,director,Administration,2019-07-09,False,True,2024-11-07,True,"[""basic_access""]",2019-07-09 00:00:00,2024-11-20 14:30:00
EMP1205,VANCO0301,Timothy,Hill,timothy.hill@hopemethodistchurch2.org,555-402-4085,Administrative Director,admin,Administration,2020-06-15,False,True,2024-11-16,False,"[""billing"", ""reports"", ""settings"", ""users""]",2020-06-15 00:00:00,2024-11-20 14:30:00
EMP1206,VANCO0301,Donna,Allen,donna.allen@hopemethodistchurch2.org,555-231-2426,Education Coordinator,volunteer,Programs,2021-07-01,False,True,2024-11-13,True,"[""basic_access""]",2021-07-01 00:00:00,2024-11-20 14:30:00
EMP1207,VANCO0302,Deborah,Taylor,deborah.taylor@riversidepresbyterianchurch3.org,555-613-4367,Pastor,admin,Leadership,2021-09-01,True,True,2024-11-06,True,"[""billing"", ""reports"", ""settings"", ""users""]",2021-09-01 00:00:00,2024-11-20 14:30:00
EMP1208,VANCO0302,Laura,Williams,laura.williams@riversidepresbyterianchurch3.org,555-858-4841,Administrative Assistant,director,Administration,2024-01-02,False,True,2024-11-08,True,"[""basic_access""]",2024-01-02 00:00:00,2024-11-20 14:30:00
EMP1209,VANCO0302,Ryan,Rodriguez,ryan.rodriguez@riversidepresbyterianchurch3.org,555-210-4944,Youth Pastor,admin,Leadership,2022-03-27,False,True,2024-10-21,False,"[""billing"", ""reports"", ""settings"", ""users""]",2022-03-27 00:00:00,2024-11-20 14:30:00
EMP1210,VANCO0302,Susan,Walker,susan.walker@riversidepresbyterianchurch3.org,555-878-6041,Music Director,admin,Operations,2021-09-02,False,True,2024-11-07,True,"[""billing"", ""reports"", ""settings"", ""users""]",2021-09-02 00:00:00,2024-11-20 14:30:00
EMP1211,VANCO0303,Brian,Torres,brian.torres@stmarycatholicchurch2.org,555-180-5358,Executive Director,admin,Operations,2020-10-23,True,True,2024-10-30,True,"[""billing"", ""reports"", ""settings"", ""users""]",2020-10-23 00:00:00,2024-11-20 14:30:00
EMP1212,VANCO0303,Nancy,Nelson,nancy.nelson@stmarycatholicchurch2.org,555-524-7401,Office Manager,volunteer,Administration,2022-07-13,False,True,2024-10-21,True,"[""basic_access""]",2022-07-13 00:00:00,2024-11-20 14:30:00
EMP1213,VANCO0303,Kevin,Hill,kevin.hill@stmarycatholicchurch2.org,555-927-1602,Administrative Assistant,teacher,Administration,2022-06-11,False,True,2024-11-04,True,"[""basic_access""]",2022-06-11 00:00:00,2024-11-20 14:30:00
EMP1214,VANCO0303,Jeffrey,Martinez,jeffrey.martinez@stmarycatholicchurch2.org,555-854-4268,Education Director,admin,Programs,2024-03-30,False,True,2024-11-11,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-03-30 00:00:00,2024-11-20 14:30:00
EMP1215,VANCO0303,James,Adams,james.adams@stmarycatholicchurch2.org,555-852-3361,Cantor,volunteer,Operations,2023-10-05,False,True,2024-11-04,True,"[""basic_access""]",2023-10-05 00:00:00,2024-11-20 14:30:00
EMP1216,VANCO0304,Steven,Rivera,steven.rivera@firstbaptistmethodistchurch2.org,555-220-1701,Office Assistant,teacher,Administration,2022-11-05,True,True,2024-11-14,False,"[""billing"", ""reports"", ""settings"", ""users""]",2022-11-05 00:00:00,2024-11-20 14:30:00
EMP1217,VANCO0304,Gary,Walker,gary.walker@firstbaptistmethodistchurch2.org,555-129-1285,Education Coordinator,director,Programs,2020-06-27,False,True,2024-10-21,True,"[""basic_access""]",2020-06-27 00:00:00,2024-11-20 14:30:00
EMP1218,VANCO0304,Sarah,Davis,sarah.davis@firstbaptistmethodistchurch2.org,555-430-1831,Administrative Director,admin,Administration,2022-08-18,False,True,2024-11-03,True,"[""billing"", ""reports"", ""settings"", ""users""]",2022-08-18 00:00:00,2024-11-20 14:30:00
EMP1219,VANCO0305,Michelle,Young,michelle.young@crossroadscatholicchurch.org,555-361-3421,Pastor,admin,Leadership,2024-11-30,True,True,2024-11-09,False,"[""billing"", ""reports"", ""settings"", ""users""]",2024-11-30 00:00:00,2024-11-20 14:30:00
EMP1220,VANCO0305,Kevin,Davis,kevin.davis@crossroadscatholicchurch.org,555-841-8897,Administrative Assistant,teacher,Administration,2024-09-25,False,True,2024-10-30,True,"[""basic_access""]",2024-09-25 00:00:00,2024-11-20 14:30:00
EMP1221,VANCO0305,Ruth,Nguyen,ruth.nguyen@crossroadscatholicchurch.org,555-757-7963,Finance Director,admin,Finance,2025-03-28,False,True,2024-11-12,True,"[""billing"", ""reports"", ""settings"", ""users""]",2025-03-28 00:00:00,2024-11-20 14:30:00
EMP1222,VANCO0305,Lisa,Williams,lisa.williams@crossroadscatholicchurch.org,555-856-2438,Office Manager,director,Administration,2023-07-18,False,True,2024-10-21,True,"[""basic_access""]",2023-07-18 00:00:00,2024-11-20 14:30:00
EMP1223,VANCO0306,Gary,Sanchez,gary.sanchez@mountolivebaptistchurch1.org,555-604-4929,Administrative Director,admin,Administration,2021-10-24,True,True,2024-11-07,True,"[""billing"", ""reports"", ""settings"", ""users""]",2021-10-24 00:00:00,2024-11-20 14:30:00
EMP1224,VANCO0306,Mark,Anderson,mark.anderson@mountolivebaptistchurch1.org,555-983-2691,Office Assistant,teacher,Administration,2022-04-30,False,True,2024-11-09,False,"[""basic_access""]",2022-04-30 00:00:00,2024-11-20 14:30:00
EMP1225,VANCO0306,Nancy,Thomas,nancy.thomas@mountolivebaptistchurch1.org,555-251-6367,Imam,admin,Leadership,2021-01-27,False,True,2024-10-25,True,"[""billing"", ""reports"", ""settings"", ""users""]",2021-01-27 00:00:00,2024-11-20 14:30:00
EMP1226,VANCO0306,Donald,Hernandez,donald.hernandez@mountolivebaptistchurch1.org,555-654-6272,Education Coordinator,director,Programs,2023-05-29,False,True,2024-11-03,True,"[""basic_access""]",2023-05-29 00:00:00,2024-11-20 14:30:00
EMP1227,VANCO0306,Nancy,Young,nancy.young@mountolivebaptistchurch1.org,555-815-3718,Community Outreach Coordinator,volunteer,Operations,2020-02-02,False,True,2024-10-31,True,"[""basic_access""]",2020-02-02 00:00:00,2024-11-20 14:30:00
EMP1228,VANCO0307,Thomas,Scott,thomas.scott@emmanuelbaptistcommunitychurch.org,555-751-9643,Cantor,volunteer,Operations,2015-12-08,True,True,2024-11-11,False,"[""billing"", ""reports"", ""settings"", ""users""]",2015-12-08 00:00:00,2024-11-20 14:30:00
EMP1229,VANCO0307,Donna,Robinson,donna.robinson@emmanuelbaptistcommunitychurch.org,555-456-6039,Office Manager,volunteer,Administration,2016-02-05,False,True,2024-11-18,True,"[""basic_access""]",2016-02-05 00:00:00,2024-11-20 14:30:00
EMP1230,VANCO0307,Jessica,Rodriguez,jessica.rodriguez@emmanuelbaptistcommunitychurch.org,555-428-1921,Executive Director,admin,Operations,2019-02-24,False,True,2024-10-28,True,"[""billing"", ""reports"", ""settings"", ""users""]",2019-02-24 00:00:00,2024-11-20 14:30:00
EMP1231,VANCO0308,Helen,Green,helen.green@trinitylutheranchurch3.org,555-618-8907,Office Assistant,director,Administration,2021-06-08,True,True,2024-11-18,True,"[""billing"", ""reports"", ""settings"", ""users""]",2021-06-08 00:00:00,2024-11-20 14:30:00
EMP1232,VANCO0308,Brian,Scott,brian.scott@trinitylutheranchurch3.org,555-849-6947,Imam,admin,Leadership,2022-07-31,False,True,2024-11-16,False,"[""billing"", ""reports"", ""settings"", ""users""]",2022-07-31 00:00:00,2024-11-20 14:30:00
EMP1233,VANCO0308,Brian,Lee,brian.lee@trinitylutheranchurch3.org,555-809-6989,Education Coordinator,teacher,Programs,2017-11-26,False,True,2024-11-14,True,"[""basic_access""]",2017-11-26 00:00:00,2024-11-20 14:30:00
EMP1234,VANCO0309,Deborah,Wilson,deborah.wilson@stpaulpresbyterianchurch1.org,555-927-6172,Office Manager,director,Administration,2024-09-12,True,True,2024-10-28,False,"[""billing"", ""reports"", ""settings"", ""users""]",2024-09-12 00:00:00,2024-11-20 14:30:00
EMP1235,VANCO0309,John,Clark,john.clark@stpaulpresbyterianchurch1.org,555-108-1401,Rabbi,admin,Leadership,2024-12-10,False,True,2024-10-21,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-12-10 00:00:00,2024-11-20 14:30:00
EMP1236,VANCO0309,Steven,Garcia,steven.garcia@stpaulpresbyterianchurch1.org,555-724-4144,Education Director,admin,Programs,2025-02-01,False,True,2024-11-13,True,"[""billing"", ""reports"", ""settings"", ""users""]",2025-02-01 00:00:00,2024-11-20 14:30:00
EMP1237,VANCO0310,Steven,Baker,steven.baker@blessedsacramentepiscopalchurch3.org,555-812-3730,Rabbi,admin,Leadership,2018-10-02,True,True,2024-11-03,False,"[""billing"", ""reports"", ""settings"", ""users""]",2018-10-02 00:00:00,2024-11-20 14:30:00
EMP1238,VANCO0310,Dorothy,Green,dorothy.green@blessedsacramentepiscopalchurch3.org,555-928-6170,Education Director,admin,Programs,2017-11-13,False,True,2024-11-17,True,"[""billing"", ""reports"", ""settings"", ""users""]",2017-11-13 00:00:00,2024-11-20 14:30:00
EMP1239,VANCO0310,Mark,Martin,mark.martin@blessedsacramentepiscopalchurch3.org,555-270-5080,Cantor,teacher,Operations,2017-08-30,False,True,2024-11-18,False,"[""basic_access""]",2017-08-30 00:00:00,2024-11-20 14:30:00
EMP1240,VANCO0310,David,Baker,david.baker@blessedsacramentepiscopalchurch3.org,555-482-3678,Office Manager,volunteer,Administration,2018-12-02,False,True,2024-11-11,True,"[""basic_access""]",2018-12-02 00:00:00,2024-11-20 14:30:00
EMP1241,VANCO0311,Betty,Moore,betty.moore@harvestbaptistchurch4.org,555-182-9848,Finance Director,admin,Finance,2024-10-16,True,True,2024-11-06,False,"[""billing"", ""reports"", ""settings"", ""users""]",2024-10-16 00:00:00,2024-11-20 14:30:00
EMP1242,VANCO0311,Anthony,Garcia,anthony.garcia@harvestbaptistchurch4.org,555-594-6402,Office Manager,teacher,Administration,2024-02-17,False,True,2024-10-22,True,"[""basic_access""]",2024-02-17 00:00:00,2024-11-20 14:30:00
EMP1243,VANCO0311,Michael,Moore,michael.moore@harvestbaptistchurch4.org,555-783-5787,Youth Pastor,admin,Leadership,2022-10-15,False,True,2024-10-21,False,"[""billing"", ""reports"", ""settings"", ""users""]",2022-10-15 00:00:00,2024-11-20 14:30:00
EMP1244,VANCO0312,Jacob,Jones,jacob.jones@calvarybaptistcommunitychurch1.org,555-464-4771,Office Manager,director,Administration,2024-07-16,True,True,2024-11-04,False,"[""billing"", ""reports"", ""settings"", ""users""]",2024-07-16 00:00:00,2024-11-20 14:30:00
EMP1245,VANCO0312,Sarah,Taylor,sarah.taylor@calvarybaptistcommunitychurch1.org,555-177-6233,Administrative Assistant,director,Administration,2024-05-11,False,True,2024-10-28,False,"[""basic_access""]",2024-05-11 00:00:00,2024-11-20 14:30:00
EMP1246,VANCO0312,Sandra,Walker,sandra.walker@calvarybaptistcommunitychurch1.org,555-101-3660,Finance Director,admin,Finance,2024-11-08,False,True,2024-11-06,False,"[""billing"", ""reports"", ""settings"", ""users""]",2024-11-08 00:00:00,2024-11-20 14:30:00
EMP1247,VANCO0313,Kimberly,Young,kimberly.young@christthekingcommunitychurch.org,555-972-9588,Executive Director,admin,Operations,2023-02-06,True,True,2024-10-27,False,"[""billing"", ""reports"", ""settings"", ""users""]",2023-02-06 00:00:00,2024-11-20 14:30:00
EMP1248,VANCO0313,Jacob,Lee,jacob.lee@christthekingcommunitychurch.org,555-204-7335,Cantor,volunteer,Operations,2018-06-10,False,True,2024-11-05,True,"[""basic_access""]",2018-06-10 00:00:00,2024-11-20 14:30:00
EMP1249,VANCO0313,Kevin,Perez,kevin.perez@christthekingcommunitychurch.org,555-268-3480,Rabbi,admin,Leadership,2022-08-03,False,True,2024-10-25,False,"[""billing"", ""reports"", ""settings"", ""users""]",2022-08-03 00:00:00,2024-11-20 14:30:00
EMP1250,VANCO0313,Kevin,King,kevin.king@christthekingcommunitychurch.org,555-770-2998,Education Director,admin,Programs,2022-03-23,False,True,2024-10-21,True,"[""billing"", ""reports"", ""settings"", ""users""]",2022-03-23 00:00:00,2024-11-20 14:30:00
EMP1251,VANCO0314,Karen,Jones,karen.jones@stmarychurch1.org,555-456-6613,Office Manager,volunteer,Administration,2025-04-02,True,True,2024-11-05,True,"[""billing"", ""reports"", ""settings"", ""users""]",2025-04-02 00:00:00,2024-11-20 14:30:00
EMP1252,VANCO0314,David,Adams,david.adams@stmarychurch1.org,555-670-9416,Administrative Assistant,director,Administration,2024-08-07,False,True,2024-11-19,False,"[""basic_access""]",2024-08-07 00:00:00,2024-11-20 14:30:00
EMP1253,VANCO0314,Donna,Nelson,donna.nelson@stmarychurch1.org,555-207-1291,Associate Pastor,admin,Leadership,2024-04-11,False,True,2024-11-12,False,"[""billing"", ""reports"", ""settings"", ""users""]",2024-04-11 00:00:00,2024-11-20 14:30:00
EMP1254,VANCO0314,Mark,Hernandez,mark.hernandez@stmarychurch1.org,555-769-6104,Music Director,admin,Operations,2024-07-16,False,True,2024-11-11,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-07-16 00:00:00,2024-11-20 14:30:00
EMP1255,VANCO0315,Donald,King,donald.king@goodshepherdchurch3.org,555-733-9108,Administrative Assistant,teacher,Administration,2022-10-22,True,True,2024-11-10,True,"[""billing"", ""reports"", ""settings"", ""users""]",2022-10-22 00:00:00,2024-11-20 14:30:00
EMP1256,VANCO0315,George,Hernandez,george.hernandez@goodshepherdchurch3.org,555-443-3939,Education Director,admin,Programs,2023-03-22,False,True,2024-10-26,True,"[""billing"", ""reports"", ""settings"", ""users""]",2023-03-22 00:00:00,2024-11-20 14:30:00
EMP1257,VANCO0315,Gary,Garcia,gary.garcia@goodshepherdchurch3.org,555-137-5901,Office Manager,director,Administration,2020-05-22,False,True,2024-11-11,False,"[""basic_access""]",2020-05-22 00:00:00,2024-11-20 14:30:00
EMP1258,VANCO0315,Carol,Torres,carol.torres@goodshepherdchurch3.org,555-139-3658,Cantor,volunteer,Operations,2024-08-14,False,False,2024-11-11,True,"[""basic_access""]",2024-08-14 00:00:00,2024-11-20 14:30:00
EMP1259,VANCO0315,Sarah,Robinson,sarah.robinson@goodshepherdchurch3.org,555-272-4867,Executive Director,admin,Operations,2022-06-24,False,True,2024-10-23,True,"[""billing"", ""reports"", ""settings"", ""users""]",2022-06-24 00:00:00,2024-11-20 14:30:00
EMP1260,VANCO0316,Donna,Robinson,donna.robinson@faithcommunitylutheranchurch2.org,555-471-2457,Executive Director,admin,Operations,2023-07-13,True,True,2024-10-27,True,"[""billing"", ""reports"", ""settings"", ""users""]",2023-07-13 00:00:00,2024-11-20 14:30:00
EMP1261,VANCO0316,Sarah,Harris,sarah.harris@faithcommunitylutheranchurch2.org,555-366-4914,Cantor,teacher,Operations,2022-09-09,False,True,2024-11-10,False,"[""basic_access""]",2022-09-09 00:00:00,2024-11-20 14:30:00
EMP1262,VANCO0316,Sharon,Jackson,sharon.jackson@faithcommunitylutheranchurch2.org,555-980-4661,Education Director,admin,Programs,2024-02-28,False,True,2024-11-05,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-02-28 00:00:00,2024-11-20 14:30:00
EMP1263,VANCO0317,Charles,Jackson,charles.jackson@goodshepherdmethodistchurch1.org,555-317-5978,Associate Pastor,admin,Leadership,2020-05-11,True,True,2024-10-23,False,"[""billing"", ""reports"", ""settings"", ""users""]",2020-05-11 00:00:00,2024-11-20 14:30:00
EMP1264,VANCO0317,Karen,Scott,karen.scott@goodshepherdmethodistchurch1.org,555-112-6776,Administrative Assistant,teacher,Administration,2016-11-20,False,True,2024-10-29,True,"[""basic_access""]",2016-11-20 00:00:00,2024-11-20 14:30:00
EMP1265,VANCO0317,Jeffrey,Brown,jeffrey.brown@goodshepherdmethodistchurch1.org,555-418-8975,Pastor,admin,Leadership,2019-10-14,False,False,2024-11-07,True,"[""billing"", ""reports"", ""settings"", ""users""]",2019-10-14 00:00:00,2024-11-20 14:30:00
EMP1266,VANCO0318,Laura,Martinez,laura.martinez@goodshepherdcatholicchurch1.org,555-961-1019,Community Outreach Coordinator,teacher,Operations,2022-03-06,True,True,2024-11-17,False,"[""billing"", ""reports"", ""settings"", ""users""]",2022-03-06 00:00:00,2024-11-20 14:30:00
EMP1267,VANCO0318,Lisa,Thompson,lisa.thompson@goodshepherdcatholicchurch1.org,555-912-5165,Administrative Director,admin,Administration,2022-04-03,False,True,2024-11-14,True,"[""billing"", ""reports"", ""settings"", ""users""]",2022-04-03 00:00:00,2024-11-20 14:30:00
EMP1268,VANCO0318,Helen,Hernandez,helen.hernandez@goodshepherdcatholicchurch1.org,555-354-7232,Imam,admin,Leadership,2023-04-26,False,True,2024-11-11,True,"[""billing"", ""reports"", ""settings"", ""users""]",2023-04-26 00:00:00,2024-11-20 14:30:00
EMP1269,VANCO0319,Deborah,Lewis,deborah.lewis@emmanuelbaptistbaptistchurch2.org,555-189-8734,Community Outreach Coordinator,director,Operations,2020-05-28,True,True,2024-10-25,True,"[""billing"", ""reports"", ""settings"", ""users""]",2020-05-28 00:00:00,2024-11-20 14:30:00
EMP1270,VANCO0319,Sarah,Nguyen,sarah.nguyen@emmanuelbaptistbaptistchurch2.org,555-125-8393,Education Coordinator,teacher,Programs,2018-02-28,False,True,2024-11-13,False,"[""basic_access""]",2018-02-28 00:00:00,2024-11-20 14:30:00
EMP1271,VANCO0319,Nancy,Young,nancy.young@emmanuelbaptistbaptistchurch2.org,555-886-4987,Imam,admin,Leadership,2021-03-07,False,True,2024-10-27,True,"[""billing"", ""reports"", ""settings"", ""users""]",2021-03-07 00:00:00,2024-11-20 14:30:00
EMP1272,VANCO0319,Kevin,Johnson,kevin.johnson@emmanuelbaptistbaptistchurch2.org,555-502-8964,Administrative Director,admin,Administration,2018-07-08,False,True,2024-11-04,True,"[""billing"", ""reports"", ""settings"", ""users""]",2018-07-08 00:00:00,2024-11-20 14:30:00
EMP1273,VANCO0320,Jessica,Davis,jessica.davis@newlifelutheranchurch1.org,555-663-6431,Executive Director,admin,Operations,2024-06-27,True,True,2024-11-02,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-06-27 00:00:00,2024-11-20 14:30:00
EMP1274,VANCO0320,Charles,Scott,charles.scott@newlifelutheranchurch1.org,555-549-9787,Administrative Assistant,volunteer,Administration,2021-01-12,False,True,2024-10-22,False,"[""basic_access""]",2021-01-12 00:00:00,2024-11-20 14:30:00
EMP1275,VANCO0320,Helen,Nelson,helen.nelson@newlifelutheranchurch1.org,555-292-4458,Cantor,teacher,Operations,2020-03-02,False,True,2024-10-28,True,"[""basic_access""]",2020-03-02 00:00:00,2024-11-20 14:30:00
EMP1276,VANCO0320,Dorothy,Ramirez,dorothy.ramirez@newlifelutheranchurch1.org,555-150-2693,Office Manager,director,Administration,2022-09-15,False,True,2024-10-22,False,"[""basic_access""]",2022-09-15 00:00:00,2024-11-20 14:30:00
EMP1277,VANCO0321,George,Johnson,george.johnson@trinitylutherancommunitychurch1.org,555-748-8095,Associate Pastor,admin,Leadership,2021-08-05,True,True,2024-11-19,True,"[""billing"", ""reports"", ""settings"", ""users""]",2021-08-05 00:00:00,2024-11-20 14:30:00
EMP1278,VANCO0321,Donna,Taylor,donna.taylor@trinitylutherancommunitychurch1.org,555-283-8067,Office Manager,teacher,Administration,2022-01-22,False,True,2024-11-02,True,"[""basic_access""]",2022-01-22 00:00:00,2024-11-20 14:30:00
EMP1279,VANCO0321,Thomas,Jackson,thomas.jackson@trinitylutherancommunitychurch1.org,555-774-3948,Administrative Assistant,teacher,Administration,2019-05-17,False,True,2024-11-07,False,"[""basic_access""]",2019-05-17 00:00:00,2024-11-20 14:30:00
EMP1280,VANCO0322,Ruth,Ramirez,ruth.ramirez@christthekingbaptistchurch3.org,555-723-2978,Office Assistant,director,Administration,2023-08-11,True,True,2024-11-14,False,"[""billing"", ""reports"", ""settings"", ""users""]",2023-08-11 00:00:00,2024-11-20 14:30:00
EMP1281,VANCO0322,Brian,Sanchez,brian.sanchez@christthekingbaptistchurch3.org,555-110-8335,Imam,admin,Leadership,2023-08-19,False,True,2024-11-17,True,"[""billing"", ""reports"", ""settings"", ""users""]",2023-08-19 00:00:00,2024-11-20 14:30:00
EMP1282,VANCO0322,Karen,Clark,karen.clark@christthekingbaptistchurch3.org,555-376-4229,Community Outreach Coordinator,director,Operations,2023-06-10,False,True,2024-11-01,False,"[""basic_access""]",2023-06-10 00:00:00,2024-11-20 14:30:00
EMP1283,VANCO0322,Ronald,Johnson,ronald.johnson@christthekingbaptistchurch3.org,555-722-9971,Administrative Director,admin,Administration,2023-12-04,False,False,2024-10-23,True,"[""billing"", ""reports"", ""settings"", ""users""]",2023-12-04 00:00:00,2024-11-20 14:30:00
EMP1284,VANCO0322,Helen,Flores,helen.flores@christthekingbaptistchurch3.org,555-270-3131,Education Coordinator,teacher,Programs,2024-01-22,False,True,2024-11-15,False,"[""basic_access""]",2024-01-22 00:00:00,2024-11-20 14:30:00
EMP1285,VANCO0323,George,King,george.king@newlifechurch2.org,555-340-5399,Administrative Assistant,director,Administration,2024-03-11,True,True,2024-11-05,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-03-11 00:00:00,2024-11-20 14:30:00
EMP1286,VANCO0323,Donna,Lopez,donna.lopez@newlifechurch2.org,555-480-1520,Office Manager,director,Administration,2023-10-04,False,True,2024-11-01,True,"[""basic_access""]",2023-10-04 00:00:00,2024-11-20 14:30:00
EMP1287,VANCO0323,Timothy,Thomas,timothy.thomas@newlifechurch2.org,555-584-9020,Finance Director,admin,Finance,2022-09-25,False,True,2024-11-11,True,"[""billing"", ""reports"", ""settings"", ""users""]",2022-09-25 00:00:00,2024-11-20 14:30:00
EMP1288,VANCO0324,Sandra,Jackson,sandra.jackson@victorypresbyterianchurch5.org,555-679-8135,Cantor,director,Operations,2021-08-03,True,True,2024-11-17,True,"[""billing"", ""reports"", ""settings"", ""users""]",2021-08-03 00:00:00,2024-11-20 14:30:00
EMP1289,VANCO0324,David,Davis,david.davis@victorypresbyterianchurch5.org,555-388-2252,Education Director,admin,Programs,2024-06-30,False,True,2024-11-16,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-06-30 00:00:00,2024-11-20 14:30:00
EMP1290,VANCO0324,Betty,King,betty.king@victorypresbyterianchurch5.org,555-734-1100,Executive Director,admin,Operations,2021-06-06,False,True,2024-11-19,False,"[""billing"", ""reports"", ""settings"", ""users""]",2021-06-06 00:00:00,2024-11-20 14:30:00
EMP1291,VANCO0324,Elizabeth,Walker,elizabeth.walker@victorypresbyterianchurch5.org,555-574-9790,Administrative Assistant,volunteer,Administration,2020-06-06,False,True,2024-11-15,True,"[""basic_access""]",2020-06-06 00:00:00,2024-11-20 14:30:00
EMP1292,VANCO0324,Timothy,Nguyen,timothy.nguyen@victorypresbyterianchurch5.org,555-801-1202,Rabbi,admin,Leadership,2021-03-20,False,True,2024-11-14,True,"[""billing"", ""reports"", ""settings"", ""users""]",2021-03-20 00:00:00,2024-11-20 14:30:00
EMP1293,VANCO0325,Kevin,Green,kevin.green@harvestchurch.org,555-412-2674,Music Director,admin,Operations,2024-05-11,True,True,2024-11-19,False,"[""billing"", ""reports"", ""settings"", ""users""]",2024-05-11 00:00:00,2024-11-20 14:30:00
EMP1294,VANCO0325,Carol,Martinez,carol.martinez@harvestchurch.org,555-469-3855,Associate Pastor,admin,Leadership,2025-05-06,False,False,2024-11-15,False,"[""billing"", ""reports"", ""settings"", ""users""]",2025-05-06 00:00:00,2024-11-20 14:30:00
EMP1295,VANCO0325,Deborah,Hernandez,deborah.hernandez@harvestchurch.org,555-846-5852,Youth Pastor,admin,Leadership,2024-10-06,False,True,2024-10-23,True,"[""billing"", ""reports"", ""settings"", ""users""]",2024-10-06 00:00:00,2024-11-20 14:30:00
EMP1296,VANCO0325,Dorothy,Thompson,dorothy.thompson@harvestchurch.org,555-685-6152,Pastor,admin,Leadership,2023-09-17,False,True,2024-11-05,False,"[""billing"", ""reports"", ""settings"", ""users""]",2023-09-17 00:00:00,2024-11-20 14:30:00
EMP1297,VANCO0325,Michelle,White,michelle.white@harvestchurch.org,555-579-5225,Finance Director,admin,Finance,2022-06-09,False,True,2024-11-10,True,"[""billing"", ""reports"", ""settings"", ""users""]",2022-06-09 00:00:00,2024-11-20 14:30:00
EMP1298,VANCO0326,Lisa,Young,lisa.young@harvestpresbyterianchurch1.org,555-967-1891,Administrative Assistant,teacher,Administration,2021-09-30,True,True,2024-10-27,True,"[""billing"", ""reports"", ""settings"", ""users""]",2021-09-30 00:00:00,2024-11-20 14:30:00
EMP1299,VANCO0326,Helen,Lee,helen.lee@harvestpresbyterianchurch1.org,555-351-2095,Music Director,admin,Operations,2022-02-04,False,True,2024-10-25,True,"[""billing"", ""reports"", ""settings"", ""users""]",2022-02-04 00:00:00,2024-11-20 14:30:00
